id,rating,critic,top_critic,publisher,date
674,1.0,andrew moraitis,0,FILMINK (Australia),2012-09-06
674,1.0,peter galvin,0,sbs.com.au,2012-09-06
674,1.0,sean p. means,0,Salt Lake Tribune,2012-08-31
674,1.0,shawn levy,0,Oregonian,2012-08-31
674,1.0,tom long,1,Detroit News,2012-08-31
674,1.0,tony medley,0,Tolucan Times,2012-08-26
674,1.0,diana saenger,0,ReviewExpress.com,2012-08-25
674,1.0,erick weber,0,NECN,2012-08-24
674,1.0,jolene mendez,0,Entertainment Spectrum,2012-08-24
674,1.0,mike scott,0,Times-Picayune,2012-08-24
674,1.0,brian orndorf,0,Blu-ray.com,2012-08-23
674,1.0,bill goodykoontz,1,Arizona Republic,2012-08-23
674,1.0,chris hewitt,0,St. Paul Pioneer Press,2012-08-23
674,1.0,rene rodriguez,1,Miami Herald,2012-08-23
674,1.0,jeffrey m. anderson,0,Combustible Celluloid,2012-08-22
674,1.0,pete vonder,0,Houston Press,2012-08-21
674,1.0,william bibbiani,0,CraveOnline,2012-08-21
674,1.0,tim brayton,0,Antagony &amp; Ecstasy,2012-08-21
674,1.0,susan granger,0,SSG Syndicate,2012-08-19
674,1.0,chris sawin,0,Examiner.com,2012-08-18
674,1.0,jonathan w. hickman,0,Daily Film Fix,2012-08-17
674,1.0,john hartl,1,Seattle Times,2012-08-16
674,1.0,james verniere,0,Boston Herald,2012-08-10
674,1.0,bruce demara,1,Toronto Star,2012-08-10
674,1.0,adam nayman,1,Globe and Mail,2012-08-10
674,1.0,liz braun,0,Jam! Movies,2012-08-10
674,1.0,steven rea,1,Philadelphia Inquirer,2012-08-09
674,1.0,ty burr,1,Boston Globe,2012-08-09
674,1.0,jake mulligan,0,Boston Phoenix,2012-08-09
674,1.0,peter canavese,0,Groucho Reviews,2012-08-09
674,1.0,james berardinelli,1,ReelViews,2012-08-09
674,1.0,ian buckwalter,0,The Washingtonian,2012-08-06
674,1.0,anthony lane,1,New Yorker,2012-08-06
674,1.0,andrea chase,0,Killer Movie Reviews,2012-08-03
674,1.0,jeanne kaplan,0,Kaplan vs. Kaplan,2012-08-03
674,1.0,david kaplan,0,Kaplan vs. Kaplan,2012-08-03
674,1.0,chris vognar,1,Dallas Morning News,2012-08-03
674,1.0,mark jenkins,1,Washington Post,2012-08-03
674,1.0,mark dujsik,0,Mark Reviews Movies,2012-08-02
674,1.0,betsy sharkey,1,Los Angeles Times,2012-08-02
674,1.0,mick lasalle,1,San Francisco Chronicle,2012-08-02
674,1.0,claudia puig,1,USA Today,2012-08-02
674,1.0,drew hunt,1,Chicago Reader,2012-08-02
674,1.0,brian tallerico,0,HollywoodChicago.com,2012-08-02
674,1.0,matt pais,0,RedEye,2012-08-02
674,1.0,roger ebert,1,Chicago Sun-Times,2012-08-02
674,1.0,josh larsen,0,LarsenOnFilm,2012-08-01
674,5.0,kirk honeycutt,0,honeycuttshollywood.com,2012-08-01
674,5.0,robin clifford,0,Reeling Reviews,2012-08-01
674,5.0,david edelstein,1,New York Magazine/Vulture,2012-07-30
674,5.0,robert levin,0,amNewYork,2012-07-28
674,5.0,laura clifford,0,Reeling Reviews,2012-07-28
674,5.0,christy lemire,1,Associated Press,2012-07-27
674,5.0,todd jorgenson,0,Cinemalogue,2012-07-27
674,5.0,edward douglas,0,ComingSoon.net,2012-07-27
674,5.0,no critic,0,Spirituality and Practice,2012-07-27
674,5.0,kyle smith,1,New York Post,2012-07-26
674,5.0,michelle orange,0,Movieline,2012-07-26
674,5.0,joe morgenstern,1,Wall Street Journal,2012-07-26
674,5.0,peter travers,1,Rolling Stone,2012-07-26
674,5.0,richard roeper,1,Richard Roeper.com,2012-07-26
674,5.0,manohla dargis,1,New York Times,2012-07-26
674,5.0,elizabeth weitzman,1,New York Daily News,2012-07-26
674,5.0,andrew o'hehir,1,Salon.com,2012-07-26
674,5.0,scott tobias,1,AV Club,2012-07-26
674,5.0,jordan hoffman,0,ScreenCrush,2012-07-25
674,5.0,lisa schwarzbaum,1,Entertainment Weekly,2012-07-25
674,5.0,marshall fine,0,Hollywood &amp; Fine,2012-07-25
674,5.0,rex roberts,0,Film Journal International,2012-07-25
674,5.0,rex reed,1,Observer,2012-07-24
674,5.0,nick pinkerton,1,Village Voice,2012-07-24
674,5.0,keith uhlich,1,Time Out,2012-07-24
674,5.0,eric kohn,1,indieWire,2012-07-24
674,5.0,roger moore,0,Tribune News Service,2012-07-24
674,5.0,ed gonzalez,0,Slant Magazine,2012-07-22
674,5.0,simon foster,0,Screen-Space,2012-07-21
674,5.0,joshua starnes,0,ComingSoon.net,2012-07-19
674,5.0,heather wixson,0,Dread Central,2012-07-07
674,5.0,charlie lyne,0,Ultra Culture,2012-07-06
674,5.0,ed whitfield,0,The Ooh Tray,2012-07-05
674,5.0,henry fitzherbert,0,Daily Express (UK),2012-07-04
674,5.0,jason solomons,0,Observer (UK),2012-07-01
674,5.0,tom clift,0,Moviedex,2012-06-30
674,5.0,shaun munro,0,What Culture,2012-06-29
674,5.0,donald clarke,0,Irish Times,2012-06-29
674,5.0,trevor johnston,0,Radio Times,2012-06-29
674,5.0,david sexton,0,London Evening Standard,2012-06-29
674,5.0,alex zane,0,The Sun (UK),2012-06-29
674,5.0,graham young,0,Birmingham Mail ,2012-06-29
674,5.0,anton bitel,0,MovieScope,2012-06-29
674,5.0,allan hunter,0,Daily Express (UK),2012-06-29
674,5.0,jason best,0,Movie Talk,2012-06-29
674,5.0,mark adams,0,Daily Mirror (UK),2012-06-28
674,5.0,nigel andrews,0,Financial Times,2012-06-28
674,5.0,greg klymkiw,0,Electric Sheep,2012-06-28
674,5.0,peter bradshaw,0,Guardian,2012-06-28
674,5.0,david jenkins,0,Little White Lies,2012-06-28
674,5.0,emma dibdin,0,Digital Spy,2012-06-27
674,5.0,tim evans,0,Sky Cinema,2012-06-27
674,5.0,lisa giles-keddie,0,Real.com,2012-06-27
674,5.0,ian nathan,0,Empire Magazine,2012-06-27
674,5.0,robbie collin,0,Daily Telegraph (UK),2012-06-26
674,5.0,guy lodge,1,Time Out,2012-06-26
674,5.0,rich cline,0,Shadows on the Wall,2012-06-21
674,5.0,matthew turner,0,ViewLondon,2012-06-21
674,5.0,matt mueller,0,Total Film,2012-06-20
674,5.0,staci layne,0,Horror.com,2012-06-19
674,5.0,cole smithey,0,ColeSmithey.com,2012-06-13
674,5.0,harvey s. karten,0,Compuserve,2012-06-13
674,5.0,james mottram,0,The List,2012-06-12
674,5.0,matthew pejkovic,0,Matt's Movie Reviews,2012-06-07
674,5.0,jeff bayer,0,The Scorecard Review,2012-04-01
674,5.0,eugene novikov,0,Film Blather,2012-03-12
674,5.0,bill chambers,0,Film Freak Central,2011-10-02
674,5.0,chris bumbray,0,JoBlo's Movie Emporium,2011-09-23
674,5.0,richard corliss,1,TIME Magazine,2011-09-15
674,5.0,laremy legel,1,Film.com,2011-09-14
674,5.0,catherine shoard,0,Guardian,2011-09-13
674,5.0,noel murray,1,AV Club,2011-09-13
674,5.0,neil young,1,Hollywood Reporter,2011-09-09
674,5.0,lee marshall,0,London Evening Standard,2011-09-08
678,5.0,isabel quigly,0,The Spectator,2018-06-18
680,5.0,donald j. levit,0,ReelTalk Movie Reviews,2012-09-30
680,5.0,phil hall,0,Film Threat,2007-08-10
680,5.0,dustin putman,0,TheFilmFile.com,2000-01-01
683,5.0,dennis schwartz,0,Ozus' World Movie Reviews,2007-09-02
683,5.0,ken hanke,0,"Mountain Xpress (Asheville, NC)",2002-07-30
683,5.0,no critic,0,Spirituality and Practice,2002-01-10
683,5.0,owen gleiberman,1,Entertainment Weekly,2011-09-07
683,5.0,brian tallerico,0,UGO,2007-03-24
683,5.0,emanuel levy,0,EmanuelLevy.Com,2005-07-02
683,5.0,thomas delapa,0,Boulder Weekly,2005-06-09
683,5.0,walter chaw,0,Film Freak Central,2003-07-03
683,5.0,jeffrey m. anderson,0,San Francisco Examiner,2002-12-11
683,5.0,christopher smith,0,Bangor Daily News (Maine),2002-12-06
683,5.0,philip martin,0,Arkansas Democrat-Gazette,2002-07-30
683,5.0,ryan cracknell,0,Apollo Guide,2002-01-15
683,5.0,roger ebert,1,Chicago Sun-Times,2000-01-01
683,0.0,mark r. leeper,0,rec.arts.movies.reviews,2000-01-01
683,0.0,no critic,1,Entertainment Weekly,1990-12-19
684,0.0,roger hurlburt,0,South Florida Sun-Sentinel,2014-07-11
684,0.0,desmond ryan,1,Philadelphia Inquirer,2014-07-11
684,0.0,michael wilmington,1,Los Angeles Times,2014-07-11
684,0.0,david parkinson,0,Radio Times,2014-07-11
684,0.0,bob morris,1,Orlando Sentinel,2014-07-11
684,0.0,felix vasquez,0,Cinema Crazed,2012-12-06
684,0.0,no critic,0,Empire Magazine,2008-05-13
684,0.0,no critic,0,TV Guide,2008-05-13
684,0.0,variety staff,1,Variety,2008-05-13
684,0.0,mark salisbury,1,Time Out,2006-06-24
684,0.0,clint morris,0,Moviehole,2005-05-12
684,0.0,walter goodman,1,New York Times,2003-05-21
684,0.0,stefan birgir,0,sbs.is,2002-08-01
684,0.0,scott weinberg,0,eFilmCritic.com,2002-07-25
684,0.0,rita kempley,1,Washington Post,2000-01-01
684,0.0,emanuel levy,0,EmanuelLevy.Com,2005-08-10
684,0.0,no critic,0,3BlackChicks Review,2005-07-07
684,0.0,daniel m. kimmel,0,Worcester Telegram &amp; Gazette,2004-05-10
684,0.0,greg maki,0,"Star-Democrat (Easton, MD)",2004-01-08
684,0.0,ryan cracknell,0,Apollo Guide,2003-09-01
684,0.0,philip martin,0,Arkansas Democrat-Gazette,2002-07-30
685,0.0,tara thorne,0,"The Coast (Halifax, Nova Scotia)",2018-11-16
685,0.0,deborah ross,0,The Spectator,2018-08-31
685,0.0,uri klein,0,Haaretz,2018-01-11
685,0.0,chase whale,0,ChaseWhale.com,2015-05-01
685,0.0,sean burns,0,Philadelphia Weekly,2015-04-28
685,0.0,blake griffin,0,We Got This Covered,2013-11-11
685,0.0,roger moore,0,Movie Nation,2013-01-27
685,0.0,graham young,0,Birmingham Mail ,2012-01-20
685,0.0,david parkinson,0,Radio Times,2011-11-09
685,0.0,alistair harkness,0,Scotsman,2011-11-06
685,0.0,derek malcolm,0,London Evening Standard,2011-11-04
685,0.0,no critic,0,Daily Express (UK),2011-11-04
685,0.0,david edwards,0,Daily Mirror (UK),2011-11-03
685,0.0,cath clarke,0,Guardian,2011-11-03
685,0.0,raphael abraham,0,Financial Times,2011-11-03
685,0.0,adam woodward,0,Little White Lies,2011-11-03
685,0.0,matthew turner,0,ViewLondon,2011-11-02
685,0.0,angie errigo,0,Empire Magazine,2011-10-31
685,0.0,philip kemp,0,Total Film,2011-06-20
685,0.0,rich cline,0,Shadows on the Wall,2011-06-16
685,0.0,james kendrick,0,Q Network Film Desk,2011-01-26
685,0.0,brian orndorf,0,BrianOrndorf.com,2011-01-18
685,0.0,ken hanke,0,"Mountain Xpress (Asheville, NC)",2010-11-04
685,0.0,richard knight,0,Knight at the Movies,2010-11-03
685,0.0,rob thomas,0,"Capital Times (Madison, WI)",2010-10-29
685,0.0,corey hall,0,"Metro Times (Detroit, MI)",2010-10-22
685,0.0,gary wolcott,0,Tri-City Herald,2010-10-09
685,0.0,sean p. means,0,Salt Lake Tribune,2010-10-08
685,0.0,robert w. butler,0,Kansas City Star,2010-10-08
685,0.0,steve ramos,0,Milwaukee Journal Sentinel,2010-10-07
685,0.0,david nusair,0,Reel Film Reviews,2010-10-07
685,0.0,joe williams,1,St. Louis Post-Dispatch,2010-10-07
685,0.0,bill chambers,0,Film Freak Central,2010-10-05
685,0.0,ron wilkinson,0,Monsters and Critics,2010-10-03
685,0.0,clint o'connor,0,Cleveland Plain Dealer,2010-10-03
685,0.0,emily s. mendel,0,culturevulture.net,2010-10-01
685,0.0,tom long,1,Detroit News,2010-10-01
685,0.0,lisa kennedy,1,Denver Post,2010-10-01
685,0.0,marty mapes,0,Movie Habit,2010-10-01
685,0.0,kelly vance,0,East Bay Express,2010-10-01
685,0.0,marc savlov,0,Austin Chronicle,2010-10-01
685,0.0,chris hewitt,0,St. Paul Pioneer Press,2010-10-01
685,0.0,justin strout,0,Orlando Weekly,2010-09-30
685,0.0,colin covert,1,Minneapolis Star Tribune,2010-09-30
685,0.0,carrie rickey,1,Philadelphia Inquirer,2010-09-30
685,0.0,gary thompson,0,Philadelphia Daily News,2010-09-30
685,0.0,adam lippe,0,Examiner.com,2010-09-28
685,0.0,susan granger,0,www.susangranger.com,2010-09-28
685,0.0,maryann johanson,0,Flick Filosopher,2010-09-27
685,0.0,peter canavese,0,Groucho Reviews,2010-09-27
685,0.0,peter keough,0,Boston Phoenix,2010-09-25
685,0.0,sara michelle,0,MovieFreak.com,2010-09-24
685,0.0,bruce kirkland,0,Jam! Movies,2010-09-24
685,0.0,j. r. jones,1,Chicago Reader,2010-09-24
685,0.0,alissa wilkinson,0,Christianity Today,2010-09-24
685,0.0,brian tallerico,0,HollywoodChicago.com,2010-09-24
685,0.0,erik childress,0,eFilmCritic.com,2010-09-24
685,0.0,linda barnard,1,Toronto Star,2010-09-24
685,0.0,mark dujsik,0,Mark Reviews Movies,2010-09-23
685,0.0,mick lasalle,1,San Francisco Chronicle,2010-09-23
685,0.0,john hartl,1,Seattle Times,2010-09-23
685,0.0,james verniere,0,Boston Herald,2010-09-23
685,0.0,ty burr,1,Boston Globe,2010-09-23
685,0.0,frank swietek,0,One Guy's Opinion,2010-09-23
685,0.0,matt pais,0,Metromix.com,2010-09-23
685,0.0,roger ebert,1,Chicago Sun-Times,2010-09-23
685,0.0,todd gilchrist,0,Cinematical,2010-09-22
685,0.0,lisa schwarzbaum,1,Entertainment Weekly,2010-09-22
685,0.0,brent simon,0,Shared Darkness,2010-09-22
685,0.0,steve ramos,0,Boxoffice Magazine,2010-09-18
685,0.0,stephanie zacharek,0,Movieline,2010-09-17
685,0.0,jeffrey m. anderson,0,Common Sense Media,2010-09-17
685,0.0,richard roeper,1,Richard Roeper.com,2010-09-17
685,0.0,lou lumenick,1,New York Post,2010-09-17
685,0.0,no critic,1,New York Times,2010-09-17
685,0.0,ethan alter,0,NYC Film Critic,2010-09-16
685,0.0,gary goldstein,1,Los Angeles Times,2010-09-16
685,0.0,tasha robinson,1,AV Club,2010-09-16
685,0.0,chris cabin,0,Filmcritic.com,2010-09-16
685,0.0,peter travers,1,Rolling Stone,2010-09-16
685,0.0,edward douglas,0,ComingSoon.net,2010-09-15
685,0.0,marshall fine,0,Hollywood &amp; Fine,2010-09-15
685,0.0,nick schager,0,Lessons of Darkness,2010-09-15
685,0.0,geoff berkshire,0,Metromix.com,2010-09-15
685,0.0,aaron hillis,1,Time Out,2010-09-15
685,0.0,jake coyle,1,Associated Press,2010-09-14
685,0.0,dan kois,1,Village Voice,2010-09-14
685,0.0,anthony lane,1,New Yorker,2010-09-14
685,0.0,rick groen,1,Globe and Mail,2010-09-14
685,0.0,andrew schenker,0,Slant Magazine,2010-09-12
685,0.0,katey rich,0,CinemaBlend,2010-09-10
685,0.0,amber wilkinson,0,Eye for Film,2010-02-12
685,0.0,kirk honeycutt,1,Hollywood Reporter,2010-01-25
685,0.0,tim grierson,0,Screen International,2010-01-25
685,0.0,no critic,0,Empire Magazine,2011-11-04
685,0.0,dave white,0,Movies.com,2011-04-04
685,0.0,rene rodriguez,1,Miami Herald,2011-01-31
685,0.0,no critic,0,NOW Toronto,2010-09-13
686,0.0,frank ochieng,0,SF Crowsnest,2018-11-10
686,0.0,jennifer heaton,0,Alternative Lens,2018-11-01
686,0.0,sarah gopaul,0,Digital Journal,2018-10-31
686,0.0,aaron peterson,0,The Hollywood Outsider,2018-10-12
686,0.0,sarah ward,0,Flicks.com.au,2018-07-16
686,0.0,annalee newitz,0,io9.com,2018-05-23
686,0.0,stephen schaefer,0,Boston Herald,2017-11-29
686,0.0,reagan gavin,0,The Times of India,2017-11-16
686,0.0,francesca rudkin,0,New Zealand Herald,2017-09-08
686,0.0,no critic,0,Cinemixtape,2016-04-14
686,0.0,chris stuckmann,0,ChrisStuckmann.com,2015-04-23
686,0.0,felix vasquez,0,Cinema Crazed,2014-10-23
686,0.0,graham young,0,Birmingham Mail ,2014-10-10
686,0.0,jason best,0,Movie Talk,2014-06-15
686,0.0,bill clark,0,FromTheBalcony,2014-06-03
686,0.0,jack giroux,0,Film School Rejects,2014-05-23
686,0.0,jeff beck,0,Examiner.com,2014-05-12
686,0.0,jim schembri,0,3AW,2014-03-21
686,0.0,evan williams,0,The Australian,2014-03-21
686,0.0,jake wilson,0,Sydney Morning Herald,2014-03-21
686,0.0,margaret pomeranz,0,At the Movies (Australia),2014-03-18
686,0.0,david stratton,0,At the Movies (Australia),2014-03-18
686,0.0,glenn dunks,0,Quickflix,2014-03-18
686,0.0,tom glasson,0,Concrete Playground,2014-03-17
686,0.0,damien straker,0,Impulse Gamer,2014-03-16
686,0.0,andrew osmond,0,SFX Magazine,2014-02-21
686,0.0,steve newall,0,Flicks.co.nz,2014-02-13
686,0.0,jackie k. cooper,0,jackiekcooper.com,2014-02-10
686,0.0,perry seibert,0,TV Guide,2014-02-06
686,0.0,tasha robinson,0,The Dissolve,2014-02-06
686,0.0,eric d. snider,0,EricDSnider.com,2014-02-03
686,0.0,drew taylor,0,The Playlist,2014-02-01
686,0.0,ed whitfield,0,The Ooh Tray,2014-02-01
686,0.0,tim brayton,0,Antagony &amp; Ecstasy,2014-01-31
686,0.0,henry northmore,0,The List,2014-01-31
686,0.0,john beifuss,0,"Commercial Appeal (Memphis, TN)",2014-01-31
686,0.0,witney seibold,0,Nerdist,2014-01-31
686,0.0,charlotte o'sullivan,0,London Evening Standard,2014-01-31
686,0.0,mike mccahill,0,Guardian,2014-01-30
686,0.0,bob grimm,0,Reno News and Review,2014-01-30
686,0.0,jay stone,0,Canada.com,2014-01-30
686,0.0,marc savlov,0,Austin Chronicle,2014-01-30
686,0.0,ben sachs,1,Chicago Reader,2014-01-30
686,0.0,matthew turner,0,ViewLondon,2014-01-30
686,0.0,tim evans,0,Sky Cinema,2014-01-30
686,0.0,ken hanke,0,"Mountain Xpress (Asheville, NC)",2014-01-29
686,0.0,andrea chase,0,Killer Movie Reviews,2014-01-26
686,0.0,james berardinelli,1,ReelViews,2014-01-26
686,0.0,rafer guzman,1,Newsday,2014-01-26
686,0.0,david hiltbrand,1,Philadelphia Inquirer,2014-01-26
686,0.0,tom russo,1,Boston Globe,2014-01-26
686,0.0,rob vaux,0,Mania.com,2014-01-25
686,0.0,steve biodrowski,0,Cinefantastique,2014-01-25
686,0.0,tim grierson,0,Screen International,2014-01-25
686,0.0,john hanlon,0,John Hanlon Reviews,2014-01-25
686,0.0,daniel m. kimmel,0,Sci-Fi Movie Page,2014-01-25
686,0.0,mark ellis,0,Schmoes Know,2014-01-24
686,0.0,kristian harloff,0,Schmoes Know,2014-01-24
686,0.0,steve newton,0,Georgia Straight,2014-01-24
686,0.0,ignatiy vishnevetsky,1,AV Club,2014-01-24
686,0.0,nicolas rapold,1,New York Times,2014-01-24
686,0.0,ben kendrick,0,ScreenRant,2014-01-24
686,0.0,kevin carr,0,Fat Guys at the Movies,2014-01-24
686,0.0,frank swietek,0,One Guy's Opinion,2014-01-24
686,0.0,william bibbiani,0,CraveOnline,2014-01-24
686,0.0,david edelstein,1,New York Magazine/Vulture,2014-01-24
686,0.0,brian orndorf,0,Blu-ray.com,2014-01-24
686,0.0,mike mcgranaghan,0,Aisle Seat,2014-01-24
686,0.0,todd gilchrist,0,ScreenCrush,2014-01-24
686,0.0,clark collis,1,Entertainment Weekly,2014-01-24
686,0.0,julian roman,0,MovieWeb,2014-01-24
686,0.0,alonso duralde,1,TheWrap,2014-01-24
686,0.0,liz braun,0,Jam! Movies,2014-01-24
686,0.0,matt donato,0,We Got This Covered,2014-01-24
686,0.0,bill gibron,0,Film Racket,2014-01-24
686,0.0,john serba,0,MLive.com,2014-01-24
686,0.0,alan scherstuhl,1,Village Voice,2014-01-24
686,0.0,scott weinberg,0,FEARnet,2014-01-24
686,0.0,kurt loder,0,Reason Online,2014-01-24
686,0.0,glenn kenny,1,RogerEbert.com,2014-01-24
686,0.0,linda barnard,1,Toronto Star,2014-01-24
686,0.0,phil villarreal,0,COED.com,2014-01-24
686,0.0,andrew barker,1,Variety,2014-01-24
686,0.0,kristy puchko,0,CinemaBlend,2014-01-24
686,0.0,dustin putman,0,TheFilmFile.com,2014-01-23
686,0.0,edward douglas,0,ComingSoon.net,2014-01-23
686,0.0,roger moore,0,Tribune News Service,2014-01-23
687,0.0,rob aldam,0,Backseat Mafia,2018-10-30
687,0.0,matt brunson,0,Creative Loafing,2018-09-10
687,0.0,james evans,0,Starburst,2018-08-08
687,0.0,variety staff,1,Variety,2009-03-26
687,0.0,fiona ferguson,1,Time Out,2006-06-24
687,0.0,roger ebert,1,Chicago Sun-Times,2004-10-23
687,0.0,rich cline,0,Shadows on the Wall,2004-09-19
687,0.0,no critic,0,Film4,2003-08-12
687,0.0,brian mckay,0,eFilmCritic.com,2003-03-17
687,0.0,widgett walls,0,Needcoffee.com,2002-12-24
687,0.0,david nusair,0,Reel Film Reviews,2002-10-02
687,0.0,ken hanke,0,"Mountain Xpress (Asheville, NC)",2002-07-30
687,0.0,mark r. leeper,0,rec.arts.movies.reviews,2009-05-22
687,0.0,christopher null,0,Filmcritic.com,2005-12-06
687,0.0,emanuel levy,0,EmanuelLevy.Com,2005-07-18
687,0.0,brian juergens,0,Freeze Dried Movies,2005-04-01
687,0.0,rebecca murray,0,About.com,2003-12-15
687,0.0,audrey rock-richardson,0,Tooele Transcript-Bulletin (Utah),2003-08-22
687,0.0,philip martin,0,Arkansas Democrat-Gazette,2002-07-29
688,0.0,felix vasquez,0,Cinema Crazed,2013-10-31
688,0.0,variety staff,1,Variety,2009-03-26
688,0.0,christopher null,0,Filmcritic.com,2008-10-29
688,0.0,steve biodrowski,0,Cinefantastique,2008-07-04
688,0.0,no critic,1,Time Out,2007-08-16
688,0.0,chuck o'leary,0,FulvueDrive-in.com,2006-02-18
688,0.0,cole smithey,0,ColeSmithey.com,2005-10-07
688,0.0,vincent canby,1,New York Times,2005-05-09
688,0.0,ali catterall,0,Film4,2004-08-10
688,0.0,ken hanke,0,"Mountain Xpress (Asheville, NC)",2002-10-02
688,0.0,maryann johanson,0,Flick Filosopher,2001-10-31
688,0.0,ted prigge,0,rec.arts.movies.reviews,2000-01-01
688,0.0,david kaplan,0,Kaplan vs. Kaplan,2008-03-01
688,0.0,emanuel levy,0,EmanuelLevy.Com,2005-07-23
688,0.0,bryant frazer,0,Bryant Frazer's Deep Focus,2003-11-17
688,0.0,jonathan r. perry,0,Tyler Morning Telegraph (Texas),2003-09-03
688,0.0,walter chaw,0,Film Freak Central,2003-04-10
688,0.0,john j. puccio,0,Movie Metropolis,2002-09-04
688,0.0,linda cook,0,"Quad City Times (Davenport, IA)",2002-08-11
689,0.0,alistair ryder,0,Cinemole,2018-10-24
689,0.0,pat padua,0,DCist,2018-08-31
689,0.0,asia frey,0,"Lagniappe (Mobile, AL)",2018-08-22
689,0.0,leigh paatsch,0,Herald Sun (Australia),2018-06-22
689,0.0,robert kojder,0,Flickering Myth,2017-12-02
689,0.0,blake williams,0,Cinema Scope,2017-11-17
689,0.0,candice frederick,0,Reel Talk Online,2017-09-01
689,0.0,jonathan kiefer,0,SF Weekly,2017-08-24
689,0.0,geoffrey o'brien,0,The New York Review of Books,2017-08-21
689,0.0,lisa rosman,0,Signature,2017-08-02
689,0.0,jay ledbetter,0,Film Inquiry,2016-12-06
689,0.0,sean axmaker,0,Seanax.com,2016-10-28
689,0.0,katie kilkenny,1,The Atlantic,2016-07-19
689,0.0,sonny bunch,0,Washington Free Beacon,2016-07-14
689,0.0,jason bailey,0,Flavorwire,2016-06-18
689,0.0,no critic,0,Cinemixtape,2016-04-14
689,0.0,theresa smith,0,Independent Online (South Africa),2016-03-04
689,0.0,nick newman,0,The Film Stage,2016-02-26
689,0.0,dennis schwartz,0,Ozus' World Movie Reviews,2016-01-22
689,0.0,nick hasted,0,The Arts Desk,2016-01-02
689,0.0,alex zane,0,The Sun (UK),2015-12-22
689,0.0,tom meek,0,Cambridge Day,2015-12-21
689,0.0,brian miller,0,Seattle Weekly,2015-11-12
689,0.0,martin tsai,0,Critic's Notebook,2015-10-08
689,0.0,kristian m. lin,0,Fort Worth Weekly,2015-08-11
689,0.0,alistair harkness,0,Scotsman,2015-07-13
689,0.0,jason best,0,Movie Talk,2015-06-27
689,0.0,sean burns,0,New England Movies Weekly,2015-05-12
689,0.0,maxwell haddad,0,The Young Folks,2015-04-29
689,0.0,rebecca cusey,0,The Federalist,2015-03-30
689,0.0,tom glasson,0,Concrete Playground,2015-03-15
689,0.0,julian wood,0,FILMINK (Australia),2015-03-13
689,0.0,craig mathieson,0,The Sunday Age,2015-03-13
689,0.0,jake wilson,0,Sydney Morning Herald,2015-03-13
689,0.0,simon miraudo,0,Student Edge,2015-03-12
689,0.0,cameron williams,0,The Popcorn Junkie,2015-03-09
689,0.0,louise keller,0,Urban Cinefile,2015-03-07
689,0.0,blake howard,0,2UE That Movie Show,2015-02-27
689,0.0,james kendrick,0,Q Network Film Desk,2015-02-25
689,0.0,damien straker,0,Impulse Gamer,2015-02-25
689,0.0,robert denerstein,0,Movie Habit,2015-02-13
689,0.0,neil pond,0,Parade Magazine,2015-02-06
689,0.0,mark kermode,0,Observer (UK),2015-02-01
689,0.0,nick pinkerton,0,Sight and Sound,2015-01-30
689,0.0,allan hunter,0,Daily Express (UK),2015-01-30
689,0.0,brian viner,0,Daily Mail (UK),2015-01-30
689,0.0,david sexton,0,London Evening Standard,2015-01-30
689,0.0,john nugent,0,Sky Cinema,2015-01-30
689,0.0,andrew collins,0,Radio Times,2015-01-29
689,0.0,geoffrey macnab,0,Independent (UK),2015-01-29
689,0.0,ryan gilbey,0,New Statesman,2015-01-29
689,0.0,kate muir,0,Times (UK),2015-01-29
689,0.0,ian nathan,0,Empire Magazine,2015-01-29
689,0.0,david jenkins,0,Little White Lies,2015-01-29
689,0.0,peter bradshaw,0,Guardian,2015-01-29
689,0.0,tara brady,0,Irish Times,2015-01-29
689,0.0,tim brayton,0,Antagony &amp; Ecstasy,2015-01-28
689,0.0,ben rawson-jones,0,Digital Spy,2015-01-28
689,0.0,james mottram,0,Total Film,2015-01-26
689,0.0,emma simmonds,0,The List,2015-01-26
689,0.0,pete vonder,0,Houston Press,2015-01-19
689,0.0,philip concannon,0,The Skinny,2015-01-19
689,0.0,brad keefe,0,Columbus Alive,2015-01-16
689,0.0,kam williams,0,Baret News,2015-01-12
689,0.0,john beifuss,0,"Commercial Appeal (Memphis, TN)",2015-01-12
689,0.0,ty burr,1,Boston Globe,2015-01-12
689,0.0,bob grimm,0,Reno News and Review,2015-01-11
689,0.0,al alexander,0,The Patriot Ledger,2015-01-11
689,0.0,linda cook,0,"Quad City Times (Davenport, IA)",2015-01-10
689,0.0,paul chambers,0,Movie Chambers,2015-01-10
689,0.0,kevin carr,0,Fat Guys at the Movies,2015-01-10
689,0.0,matt brunson,0,Creative Loafing,2015-01-10
689,9.0,philip martin,0,Arkansas Democrat-Gazette,2015-01-10
689,9.0,annlee ellingson,0,L.A. Biz,2015-01-09
689,9.0,katherine monk,0,Canada.com,2015-01-09
689,9.0,christopher lawrence,0,Las Vegas Review-Journal,2015-01-09
689,9.0,carla meyer,0,Sacramento Bee,2015-01-09
689,9.0,tom long,1,Detroit News,2015-01-09
689,9.0,jason gorber,0,Moviefone,2015-01-09
689,9.0,rene rodriguez,1,Miami Herald,2015-01-09
689,9.0,jeff baker,0,Oregonian,2015-01-09
689,9.0,john serba,0,MLive.com,2015-01-09
689,9.0,jeff beck,0,Examiner.com,2015-01-09
